id,id_eleve,id_matiere,note
10938,1366,7,18.5
10939,1366,8,1.5
10940,1367,1,13.0
10941,1367,2,7.5
10942,1367,3,11.5
10943,1367,4,19.5
10944,1367,5,5.0
10945,1367,6,10.5
10946,1367,7,1.0
10947,1367,8,13.5
10948,1368,1,3.0
10949,1368,2,19.0
10950,1368,3,20.0
10951,1368,4,9.5
10952,1368,5,19.5
10953,1368,6,6.0
10954,1368,7,3.5
10955,1369,1,6.0
10956,1369,2,3.0
10957,1369,3,11.5
10958,1369,4,7.0
10959,1369,5,4.0
10960,1369,6,4.5
10961,1369,7,17.5
10962,1369,8,5.5
10963,1370,1,11.5
10964,1370,2,18.5
10965,1370,3,5.0
10966,1370,4,1.5
10967,1370,5,6.5
10968,1370,6,8.0
10969,1370,7,15.5
10970,1370,8,1.5
10971,1371,1,2.5
10972,1371,2,9.5
10973,1371,3,8.5
10974,1371,4,0.5
10975,1371,5,18.5
10976,1371,6,1.5
10977,1371,7,9.0
10978,1371,8,9.0
10979,1372,1,6.5
10980,1372,2,8.0
10981,1372,3,16.5
10982,1372,4,7.5
10983,1372,5,3.5
10984,1372,6,8.0
10985,1372,7,5.5
10986,1372,8,10.0
10987,1373,1,2.0
10988,1373,2,8.5
10989,1373,3,9.0
10990,1373,4,14.0
10991,1373,5,13.0
10992,1373,6,7.5
10993,1373,7,2.0
10994,1373,8,11.5
10995,1374,1,11.5
10996,1374,2,0.5
10997,1374,3,9.0
10998,1374,4,11.0
10999,1374,5,19.0
11000,1374,6,13.5
11001,1374,7,1.0
11002,1374,8,4.0
11003,1375,1,6.5
11004,1375,2,14.5
11005,1375,3,6.0
11006,1375,4,18.0
11007,1375,5,1.0
11008,1375,6,7.5
11009,1375,7,9.5
11010,1375,8,5.0
11011,1376,1,14.5
11012,1376,2,20.0
11013,1376,3,18.5
11014,1376,4,17.0
11015,1376,5,17.0
11016,1376,6,14.0
11017,1376,7,12.0
11018,1376,8,16.0
11019,1377,1,3.0
11020,1377,2,8.0
11021,1377,3,5.0
11022,1377,4,15.0
11023,1377,5,17.0
11024,1377,6,19.5
11025,1377,7,12.0
11026,1377,8,7.0
11027,1378,1,9.0
11028,1378,2,10.0
11029,1378,3,14.0
11030,1378,4,5.0
11031,1378,5,19.0
11032,1378,6,15.0
11033,1378,7,12.0
11034,1379,1,10.5
11035,1379,2,14.5
11036,1379,3,15.5
11037,1379,4,1.5
11038,1379,5,16.0
11039,1379,6,6.0
11040,1379,7,18.0
11041,1379,9,5.0
11042,1380,1,15.0
11043,1380,2,6.5
11044,1380,3,12.0
11045,1380,4,13.0
11046,1380,5,8.5
11047,1380,6,13.0
11048,1380,7,14.0
11049,1380,8,11.0
11050,1381,1,17.5
11051,1381,2,15.0
11052,1381,3,13.5
11053,1381,4,7.5
11054,1381,5,8.0
11055,1381,6,5.0
11056,1381,7,12.0
11057,1381,8,8.0
11058,1382,1,2.5
11059,1382,2,1.0
11060,1382,3,18.0
11061,1382,4,11.5
11062,1382,5,2.5
11063,1382,6,19.5
11064,1382,7,19.0
11065,1382,8,18.0
11066,1383,1,5.5
11067,1383,2,3.0
11068,1383,3,8.5
11069,1383,4,16.5
11070,1383,5,1.5
11071,1383,6,14.5
11072,1383,7,10.5
11073,1383,8,19.0
11074,1384,1,1.0
11075,1384,2,9.0
11076,1384,3,5.0
11077,1384,4,2.0
11078,1384,5,19.5
11079,1384,6,16.0
11080,1384,7,9.0
11081,1384,8,6.0
11082,1385,1,7.0
11083,1385,2,20.0
11084,1385,3,18.0
11085,1385,4,15.0
11086,1385,5,13.5
11087,1385,6,8.5
11088,1385,7,14.0
11089,1385,8,2.0
11090,1386,1,7.5
11091,1386,2,1.5
11092,1386,3,15.5
11093,1386,4,2.0
11094,1386,5,10.0
11095,1386,6,12.0
11096,1386,7,5.0
11097,1386,8,1.5
11098,1387,1,13.5
11099,1387,2,12.0
11100,1387,3,3.5
11101,1387,4,11.5
11102,1387,5,7.0
11103,1387,6,14.5
11104,1387,7,4.0
11105,1387,11,19.5
11106,1388,1,3.5
11107,1388,2,17.5
11108,1388,3,18.5
11109,1388,4,16.0
11110,1388,5,11.5
11111,1388,6,9.5
11112,1388,7,19.5
11113,1388,8,17.0
11114,1389,1,14.0
11115,1389,2,2.0
11116,1389,3,8.0
11117,1389,4,6.5
11118,1389,5,5.5
11119,1389,6,19.5
11120,1389,7,1.5
11121,1389,8,9.5
11122,1390,1,15.5
11123,1390,2,19.5
11124,1390,3,6.0
11125,1390,4,18.0
11126,1390,5,17.0
11127,1390,6,19.0
11128,1390,7,13.0
11129,1390,8,14.5
11130,1391,1,6.5
11131,1391,2,9.5
11132,1391,3,5.5
11133,1391,4,20.0
11134,1391,5,14.5
11135,1391,6,12.0
11136,1391,7,5.0
11137,1391,8,3.0
11138,1391,12,19.0
11139,1392,1,3.5
11140,1392,2,4.0
11141,1392,3,8.0
11142,1392,4,12.5
11143,1392,5,9.0
11144,1392,6,10.5
11145,1392,7,17.0
11146,1392,8,18.5
11147,1393,1,6.0
11148,1393,2,7.5
11149,1393,3,13.0
11150,1393,4,15.5
11151,1393,5,15.5
11152,1393,6,5.0
11153,1393,7,2.0
11154,1393,8,15.5
11155,1394,1,12.0
11156,1394,2,7.5
11157,1394,3,1.5
11158,1394,4,14.5
11159,1394,5,16.0
11160,1394,6,6.0
11161,1394,7,17.0
11162,1394,8,7.0
11163,1395,1,7.5
11164,1395,2,15.5
11165,1395,3,19.5
11166,1395,4,17.5
11167,1395,5,0.5
11168,1395,6,3.0
11169,1395,7,9.0
11170,1395,8,0.5
11171,1395,9,15.0
11172,1396,1,16.0
11173,1396,2,4.0
11174,1396,3,12.0
11175,1396,4,16.5
11176,1396,5,12.5
11177,1396,6,16.5
11178,1396,7,19.0
11179,1396,8,2.5
11180,1397,1,8.5
11181,1397,2,5.0
11182,1397,3,7.0
11183,1397,4,14.0
11184,1397,5,2.5
11185,1397,6,16.5
11186,1397,7,19.0
11187,1397,8,12.5
11188,1398,1,12.5
11189,1398,2,17.5
11190,1398,3,13.0
11191,1398,4,8.5
11192,1398,5,5.5
11193,1398,6,18.0
11194,1398,7,19.5
11195,1398,9,8.5
11196,1398,12,18.0
11197,1399,1,2.0
11198,1399,2,1.5
11199,1399,3,10.0
11200,1399,4,17.5
11201,1399,5,12.5
11202,1399,6,10.0
11203,1399,7,18.0
11204,1399,12,5.0
11205,1399,9,1.5
11206,1400,1,11.0
11207,1400,2,15.0
11208,1400,3,3.5
11209,1400,4,7.0
11210,1400,5,4.5
11211,1400,6,4.5
11212,1400,7,6.0
11213,1401,1,2.0
11214,1401,2,7.0
11215,1401,3,10.0
11216,1401,4,18.0
11217,1401,5,6.0
11218,1401,6,3.0
11219,1401,7,19.0
11220,1401,8,2.5
11221,1402,1,8.0
11222,1402,2,6.0
11223,1402,3,16.0
11224,1402,4,15.5
11225,1402,5,3.0
11226,1402,6,0.5
11227,1402,7,12.5
11228,1402,8,13.0
11229,1403,1,1.0
11230,1403,2,6.0
11231,1403,3,9.0
11232,1403,4,11.0
11233,1403,5,16.5
11234,1403,6,1.0
11235,1403,7,15.5
11236,1403,9,10.5
11237,1404,1,10.5
11238,1404,2,11.0
11239,1404,3,17.5
11240,1404,4,14.5
11241,1404,5,10.0
11242,1404,6,3.5
11243,1404,7,19.5
11244,1404,8,8.0
11245,1405,1,3.0
11246,1405,2,12.5
11247,1405,3,2.0
11248,1405,4,16.0
11249,1405,5,17.0
11250,1405,6,7.0
11251,1405,7,12.5
11252,1405,8,16.5
11253,1405,12,1.5
11254,1406,1,1.5
11255,1406,2,19.5
11256,1406,3,18.5
11257,1406,4,2.0
11258,1406,5,6.0
11259,1406,6,10.0
11260,1406,7,16.0
11261,1407,1,8.5
11262,1407,2,8.5
11263,1407,3,12.5
11264,1407,4,10.5
11265,1407,5,17.5
11266,1407,6,10.0
11267,1407,7,0.5
11268,1407,9,16.5
11269,1408,1,16.0
11270,1408,2,8.5
11271,1408,3,10.5
11272,1408,4,1.0
11273,1408,5,3.5
11274,1408,6,16.0
11275,1408,7,13.0
11276,1408,8,8.5
11277,1409,1,8.0
11278,1409,2,3.5
11279,1409,3,2.5
11280,1409,4,14.0
11281,1409,5,20.0
11282,1409,6,15.5
11283,1409,7,15.5
11284,1409,8,3.0
11285,1410,1,6.5
11286,1410,2,5.0
11287,1410,3,15.0
11288,1410,4,8.5
11289,1410,5,3.0
11290,1410,6,16.5
11291,1410,7,7.5
11292,1410,8,20.0
11293,1411,1,13.0
11294,1411,2,15.0
11295,1411,3,4.0
11296,1411,4,15.5
11297,1411,5,4.0
11298,1411,6,15.5
11299,1411,7,19.0
11300,1411,8,15.5
11301,1412,1,10.5
11302,1412,2,9.0
11303,1412,3,10.5
11304,1412,4,7.0
11305,1412,5,2.5
11306,1412,6,8.0
11307,1412,7,19.5
11308,1412,10,17.0
11309,1412,8,9.0
11310,1413,1,14.0
11311,1413,2,3.0
11312,1413,3,10.0
11313,1413,4,6.5
11314,1413,5,20.0
11315,1413,6,8.5
11316,1413,7,7.5
11317,1413,8,18.5
11318,1414,1,19.5
11319,1414,2,7.0
11320,1414,3,7.0
11321,1414,4,19.0
11322,1414,5,3.0
11323,1414,6,19.5
11324,1414,7,7.5
11325,1414,8,8.0
11326,1415,1,8.5
11327,1415,2,2.0
11328,1415,3,15.5
11329,1415,4,10.5
11330,1415,5,11.5
11331,1415,6,17.0
11332,1415,7,4.5
11333,1416,1,15.5
11334,1416,2,8.5
11335,1416,3,8.5
11336,1416,4,13.0
11337,1416,5,6.5
11338,1416,6,12.0
11339,1416,7,16.0
11340,1416,8,16.5
11341,1416,10,20.0
11342,1417,1,4.5
11343,1417,2,18.5
11344,1417,3,19.0
11345,1417,4,12.0
11346,1417,5,12.0
11347,1417,6,3.5
11348,1417,7,16.0
11349,1417,8,10.5
11350,1418,1,8.5
11351,1418,2,8.0
11352,1418,3,10.0
11353,1418,4,15.5
11354,1418,5,19.5
11355,1418,6,12.0
11356,1418,7,0.5
11357,1418,9,12.5
11358,1419,1,18.5
11359,1419,2,18.5
11360,1419,3,16.5
11361,1419,4,8.0
11362,1419,5,10.0
11363,1419,6,9.5
11364,1419,7,15.5
11365,1419,11,3.5
11366,1420,1,4.5
11367,1420,2,8.5
11368,1420,3,0.5
11369,1420,4,1.5
11370,1420,5,9.5
11371,1420,6,14.0
11372,1420,7,8.5
11373,1420,9,7.5
11374,1421,1,10.5
11375,1421,2,2.5
11376,1421,3,1.0
11377,1421,4,17.0
11378,1421,5,7.5
11379,1421,6,11.0
11380,1421,7,4.0
11381,1421,8,7.0
11382,1422,1,5.5
11383,1422,2,6.0
11384,1422,3,14.5
11385,1422,4,14.5
11386,1422,5,6.5
11387,1422,6,15.0
11388,1422,7,16.0
11389,1422,8,6.0
11390,1422,12,11.5
11391,1423,1,10.5
11392,1423,2,5.5
11393,1423,3,17.5
11394,1423,4,16.0
11395,1423,5,13.5
11396,1423,6,12.5
11397,1423,7,4.0
11398,1423,8,5.0
11399,1424,1,9.0
11400,1424,2,3.5
11401,1424,3,3.5
11402,1424,4,15.0
11403,1424,5,12.5
11404,1424,6,13.5
11405,1424,7,4.0
11406,1424,8,16.0
11407,1425,1,16.5
11408,1425,2,4.0
11409,1425,3,8.5
11410,1425,4,9.5
11411,1425,5,14.0
11412,1425,6,2.0
11413,1425,7,14.5
11414,1426,1,8.5
11415,1426,2,10.0
11416,1426,3,0.5
11417,1426,4,19.5
11418,1426,5,17.0
11419,1426,6,3.5
11420,1426,7,18.5
11421,1427,1,5.5
11422,1427,2,3.0
11423,1427,3,2.5
11424,1427,4,6.0
11425,1427,5,2.0
11426,1427,6,12.0
11427,1427,7,3.0
11428,1427,11,6.5
11429,1428,1,17.5
11430,1428,2,4.5
11431,1428,3,17.0
11432,1428,4,10.0
11433,1428,5,2.0
11434,1428,6,7.5
11435,1428,7,3.5
11436,1428,9,15.5
11437,1429,1,2.0
11438,1429,2,3.5
11439,1429,3,9.0
11440,1429,4,5.5
11441,1429,5,4.5
11442,1429,6,18.5
11443,1429,7,14.5
11444,1429,9,11.5
11445,1430,1,17.5
11446,1430,2,15.0
11447,1430,3,10.0
11448,1430,4,9.5
11449,1430,5,17.0
11450,1430,6,5.0
11451,1430,7,16.0
11452,1430,8,9.0
11453,1431,1,4.5
11454,1431,2,14.5
11455,1431,3,18.5
11456,1431,4,6.0
11457,1431,5,3.5
11458,1431,6,6.5
11459,1431,7,5.5
11460,1431,8,2.5
11461,1432,1,7.0
11462,1432,2,12.5
11463,1432,3,14.0
11464,1432,4,3.5
11465,1432,5,13.0
11466,1432,6,13.0
11467,1432,7,1.0
11468,1433,1,12.0
11469,1433,2,12.0
11470,1433,3,13.5
11471,1433,4,17.0
11472,1433,5,6.5
11473,1433,6,5.5
11474,1433,7,6.5
11475,1433,8,9.5
11476,1434,1,4.0
11477,1434,2,17.5
11478,1434,3,18.0
11479,1434,4,4.5
11480,1434,5,9.0
11481,1434,6,3.5
11482,1434,7,14.5
11483,1434,8,14.0
11484,1435,1,19.5
11485,1435,2,12.5
11486,1435,3,11.5
11487,1435,4,5.5
11488,1435,5,13.5
11489,1435,6,4.5
11490,1435,7,18.5
11491,1435,8,18.5
11492,1436,1,9.5
11493,1436,2,17.5
11494,1436,3,8.0
11495,1436,4,10.0
11496,1436,5,3.0
11497,1436,6,17.0
11498,1436,7,12.0
11499,1436,9,2.5
11500,1437,1,16.0
11501,1437,2,3.5
11502,1437,3,19.0
11503,1437,4,3.0
11504,1437,5,11.0
11505,1437,6,9.5
11506,1437,7,14.0
11507,1438,1,13.0
11508,1438,2,8.5
11509,1438,3,2.0
11510,1438,4,11.5
11511,1438,5,3.0
11512,1438,6,1.5
11513,1438,7,8.0
11514,1438,8,7.0
11515,1439,1,20.0
11516,1439,2,8.0
11517,1439,3,16.5
11518,1439,4,13.0
11519,1439,5,13.0
11520,1439,6,19.0
11521,1439,7,13.5
11522,1440,1,11.0
11523,1440,2,10.0
11524,1440,3,16.0
11525,1440,4,16.0
11526,1440,5,18.5
11527,1440,6,14.0
11528,1440,7,16.0
11529,1440,8,4.0
11530,1441,1,14.0
11531,1441,2,1.5
11532,1441,3,5.5
11533,1441,4,14.5
11534,1441,5,18.5
11535,1441,6,5.0
11536,1441,7,12.5
11537,1441,9,0.5
11538,1442,1,4.0
11539,1442,2,6.0
11540,1442,3,8.0
11541,1442,4,5.5
11542,1442,5,15.0
11543,1442,6,17.5
11544,1442,7,16.5
11545,1442,8,12.0
11546,1443,1,9.0
11547,1443,2,18.0
11548,1443,3,9.0
11549,1443,4,7.5
11550,1443,5,15.5
11551,1443,6,2.0
11552,1443,7,4.0
11553,1443,8,6.0
11554,1444,1,17.0
11555,1444,2,13.0
11556,1444,3,4.0
11557,1444,4,15.0
11558,1444,5,14.5
11559,1444,6,9.5
11560,1444,7,8.0
11561,1444,8,12.5
11562,1445,1,6.5
11563,1445,2,13.5
11564,1445,3,14.0
11565,1445,4,18.0
11566,1445,5,9.0
11567,1445,6,20.0
11568,1445,7,17.0
11569,1445,8,18.5
11570,1446,1,2.0
11571,1446,2,3.0
11572,1446,3,4.5
11573,1446,4,5.5
11574,1446,5,13.0
11575,1446,6,14.0
11576,1446,7,15.0
11577,1446,9,14.0
11578,1447,1,9.0
11579,1447,2,8.5
11580,1447,3,14.0
11581,1447,4,13.0
11582,1447,5,15.0
11583,1447,6,10.0
11584,1447,7,3.0
11585,1448,1,18.5
11586,1448,2,7.5
11587,1448,3,10.0
11588,1448,4,15.5
11589,1448,5,18.5
11590,1448,6,16.0
11591,1448,7,18.0
11592,1448,8,7.5
11593,1449,1,7.5
11594,1449,2,13.5
11595,1449,3,9.5
11596,1449,4,7.5
11597,1449,5,11.5
11598,1449,6,3.0
11599,1449,7,17.0
11600,1449,9,10.0
11601,1450,1,19.0
11602,1450,2,10.0
11603,1450,3,19.0
11604,1450,4,8.5
11605,1450,5,7.0
11606,1450,6,15.0
11607,1450,7,5.5
11608,1450,8,7.0
11609,1451,1,3.5
11610,1451,2,9.0
11611,1451,3,5.5
11612,1451,4,3.0
11613,1451,5,20.0
11614,1451,6,19.5
11615,1451,7,19.5
11616,1451,9,19.0
11617,1452,1,11.5
11618,1452,2,17.5
11619,1452,3,1.0
11620,1452,4,5.5
11621,1452,5,18.0
11622,1452,6,5.0
11623,1452,7,6.0
11624,1452,8,5.0
11625,1453,1,11.5
11626,1453,2,3.0
11627,1453,3,3.5
11628,1453,4,3.5
11629,1453,5,11.5
11630,1453,6,16.5
11631,1453,7,12.5
11632,1453,8,7.0
11633,1454,1,17.5
11634,1454,2,16.5
11635,1454,3,9.5
11636,1454,4,6.0
11637,1454,5,7.0
11638,1454,6,9.0
11639,1454,7,12.0
11640,1454,8,11.5
11641,1455,1,13.5
11642,1455,2,5.5
11643,1455,3,9.5
11644,1455,4,6.0
11645,1455,5,4.0
11646,1455,6,11.5
11647,1455,7,10.0
11648,1455,12,16.0
11649,1456,1,15.5
11650,1456,2,5.5
11651,1456,3,0.5
11652,1456,4,10.5
11653,1456,5,6.5
11654,1456,6,1.5
11655,1456,7,13.0
11656,1456,9,10.5
11657,1457,1,17.0
11658,1457,2,8.5
11659,1457,3,15.0
11660,1457,4,15.0
11661,1457,5,9.5
11662,1457,6,11.0
11663,1457,7,19.0
11664,1457,8,15.0
11665,1458,1,5.0
11666,1458,2,0.5
11667,1458,3,4.0
11668,1458,4,1.0
11669,1458,5,10.5
11670,1458,6,19.5
11671,1458,7,14.5
11672,1458,8,7.5
11673,1458,12,19.0
11674,1459,1,9.5
11675,1459,2,16.0
11676,1459,3,4.0
11677,1459,4,18.5
11678,1459,5,10.5
11679,1459,6,3.5
11680,1459,7,14.5
11681,1459,8,16.0
11682,1459,9,5.5
11683,1460,1,6.0
11684,1460,2,19.0
11685,1460,3,16.5
11686,1460,4,8.0
11687,1460,5,2.0
11688,1460,6,10.5
11689,1460,7,3.0
11690,1460,8,10.5
11691,1461,1,19.5
11692,1461,2,9.0
11693,1461,3,17.5
11694,1461,4,17.0
11695,1461,5,12.0
11696,1461,6,13.5
11697,1461,7,6.0
11698,1461,8,6.5
11699,1462,1,4.0
11700,1462,2,2.5
11701,1462,3,2.5
11702,1462,4,18.0
11703,1462,5,11.5
11704,1462,6,17.0
11705,1462,7,4.0
11706,1462,8,14.0
11707,1463,1,11.5
11708,1463,2,8.5
11709,1463,3,17.0
11710,1463,4,8.0
11711,1463,5,10.0
11712,1463,6,2.0
11713,1463,7,11.5
11714,1463,8,18.5
11715,1464,1,5.0
11716,1464,2,16.0
11717,1464,3,14.0
11718,1464,4,3.5
11719,1464,5,5.5
11720,1464,6,8.5
11721,1464,7,3.0
11722,1464,8,10.0
11723,1465,1,9.0
11724,1465,2,8.5
11725,1465,3,13.5
11726,1465,4,15.0
11727,1465,5,15.0
11728,1465,6,6.5
11729,1465,7,7.0
11730,1465,8,3.5
11731,1466,1,14.5
11732,1466,2,8.5
11733,1466,3,5.0
11734,1466,4,3.0
11735,1466,5,9.5
11736,1466,6,14.0
11737,1466,7,8.0
11738,1466,8,16.5
11739,1467,1,1.5
11740,1467,2,1.5
11741,1467,3,15.0
11742,1467,4,5.0
11743,1467,5,9.0
11744,1467,6,9.0
11745,1467,7,16.5
11746,1467,10,5.5
11747,1468,1,3.5
11748,1468,2,16.0
11749,1468,3,18.5
11750,1468,4,12.0
11751,1468,5,13.5
11752,1468,6,12.0
11753,1468,7,19.0
11754,1468,8,13.0
11755,1469,1,7.5
11756,1469,2,13.5
11757,1469,3,1.0
11758,1469,4,9.0
11759,1469,5,9.5
11760,1469,6,7.5
11761,1469,7,19.0
11762,1469,8,8.0
11763,1470,1,4.5
11764,1470,2,5.0
11765,1470,3,8.0
11766,1470,4,5.0
11767,1470,5,14.5
11768,1470,6,20.0
11769,1470,7,2.0
11770,1471,1,7.5
11771,1471,2,16.5
11772,1471,3,19.0
11773,1471,4,8.5
11774,1471,5,12.5
11775,1471,6,18.5
11776,1471,7,17.0
11777,1471,8,3.0
11778,1472,1,13.0
11779,1472,2,3.0
11780,1472,3,19.5
11781,1472,4,13.0
11782,1472,5,17.0
11783,1472,6,13.0
11784,1472,7,4.5
11785,1472,8,12.5
11786,1473,1,13.0
11787,1473,2,4.0
11788,1473,3,18.0
11789,1473,4,15.0
11790,1473,5,15.0
11791,1473,6,8.5
11792,1473,7,15.5
11793,1473,9,17.5
11794,1473,12,11.5
11795,1474,1,19.5
11796,1474,2,1.5
11797,1474,3,15.5
11798,1474,4,8.5
11799,1474,5,3.0
11800,1474,6,15.0
11801,1474,7,7.5
11802,1474,10,7.5
11803,1475,1,4.0
11804,1475,2,6.5
11805,1475,3,9.0
11806,1475,4,7.0
11807,1475,5,7.0
11808,1475,6,7.5
11809,1475,7,14.5
11810,1475,9,10.5
11811,1476,1,1.0
11812,1476,2,4.5
11813,1476,3,3.5
11814,1476,4,19.5
11815,1476,5,18.0
11816,1476,6,7.0
11817,1476,7,3.0
11818,1476,9,3.5
11819,1477,1,4.5
11820,1477,2,19.5
11821,1477,3,4.0
11822,1477,4,13.5
11823,1477,5,20.0
11824,1477,6,7.5
11825,1477,7,17.5
11826,1477,8,15.0
11827,1477,9,16.0
11828,1478,1,13.5
11829,1478,2,14.0
11830,1478,3,16.5
11831,1478,4,8.5
11832,1478,5,6.0
11833,1478,6,14.5
11834,1478,7,2.0
11835,1478,8,19.5
11836,1479,1,2.5
11837,1479,2,6.5
11838,1479,3,9.5
11839,1479,4,4.0
11840,1479,5,1.0
11841,1479,6,11.5
11842,1479,7,7.0
11843,1479,9,8.0
11844,1480,1,3.5
11845,1480,2,18.5
11846,1480,3,2.5
11847,1480,4,11.5
11848,1480,5,3.0
11849,1480,6,12.0
11850,1480,7,1.0
11851,1480,8,2.0
11852,1481,1,19.0
11853,1481,2,7.5
11854,1481,3,14.0
11855,1481,4,8.5
11856,1481,5,17.5
11857,1481,6,10.5
11858,1481,7,12.0
11859,1482,1,9.5
11860,1482,2,18.5
11861,1482,3,3.5
11862,1482,4,3.0
11863,1482,5,2.5
11864,1482,6,7.5
11865,1482,7,9.5
11866,1482,8,2.0
11867,1483,1,17.0
11868,1483,2,8.5
11869,1483,3,1.5
11870,1483,4,17.0
11871,1483,5,10.0
11872,1483,6,9.0
11873,1483,7,1.0
11874,1483,8,18.5
11875,1484,1,16.0
11876,1484,2,9.0
11877,1484,3,17.0
11878,1484,4,14.0
11879,1484,5,16.0
11880,1484,6,20.0
11881,1484,7,13.0
11882,1484,8,14.5
11883,1484,9,18.0
11884,1485,1,12.0
11885,1485,2,4.5
11886,1485,3,2.5
11887,1485,4,13.0
11888,1485,5,5.0
11889,1485,6,9.0
11890,1485,7,12.5
11891,1485,8,4.5
11892,1486,1,13.0
11893,1486,2,11.5
11894,1486,3,5.5
11895,1486,4,10.5
11896,1486,5,17.5
11897,1486,6,11.5
11898,1486,7,14.0
11899,1486,11,17.5
11900,1487,1,6.0
11901,1487,2,9.0
11902,1487,3,16.0
11903,1487,4,17.0
11904,1487,5,4.5
11905,1487,6,0.5
11906,1487,7,1.0
11907,1487,8,9.5
11908,1487,10,5.5
11909,1488,1,16.0
11910,1488,2,15.5
11911,1488,3,8.0
11912,1488,4,2.0
11913,1488,5,11.0
11914,1488,6,0.5
11915,1488,7,6.5
11916,1488,8,2.5
11917,1489,1,10.0
11918,1489,2,19.5
11919,1489,3,19.5
11920,1489,4,17.5
11921,1489,5,13.5
11922,1489,6,4.5
11923,1489,7,8.0
11924,1489,8,8.0
11925,1490,1,6.5
11926,1490,2,3.0
11927,1490,3,3.0
11928,1490,4,14.0
11929,1490,5,16.5
11930,1490,6,4.5
11931,1490,7,19.0
11932,1490,8,7.0
11933,1491,1,2.5
11934,1491,2,2.5
11935,1491,3,16.5
11936,1491,4,3.0
11937,1491,5,6.5
11938,1491,6,14.5
11939,1491,7,13.5
11940,1491,8,8.0
11941,1492,1,6.0
11942,1492,2,16.5
11943,1492,3,17.0
11944,1492,4,12.5
11945,1492,5,17.0
11946,1492,6,6.5
11947,1492,7,16.5
11948,1492,8,1.5
11949,1493,1,7.0
11950,1493,2,14.5
11951,1493,3,19.5
11952,1493,4,2.0
11953,1493,5,2.5
11954,1493,6,13.5
11955,1493,7,14.5
11956,1493,8,11.0
11957,1494,1,5.0
11958,1494,2,13.0
11959,1494,3,7.5
11960,1494,4,14.0
11961,1494,5,18.5
11962,1494,6,17.0
11963,1494,7,1.5
11964,1494,8,0.5
11965,1495,1,6.0
11966,1495,2,10.5
11967,1495,3,3.5
11968,1495,4,13.0
11969,1495,5,3.5
11970,1495,6,15.5
11971,1495,7,15.0
11972,1495,8,7.0
11973,1496,1,13.5
11974,1496,2,15.5
11975,1496,3,18.5
11976,1496,4,8.5
11977,1496,5,16.5
11978,1496,6,15.5
11979,1496,7,19.0
11980,1496,8,12.5
11981,1497,1,0.5
11982,1497,2,8.0
11983,1497,3,12.0
11984,1497,4,1.5
11985,1497,5,17.5
11986,1497,6,7.0
11987,1497,7,14.0
11988,1497,8,13.0
11989,1498,1,17.0
11990,1498,2,1.0
11991,1498,3,18.0
11992,1498,4,6.0
11993,1498,5,6.5
11994,1498,6,9.5
11995,1498,7,17.5
11996,1498,9,16.5
11997,1499,1,18.0
11998,1499,2,1.0
11999,1499,3,3.0
12000,1499,4,6.0
12001,1499,5,7.5
12002,1499,6,19.0
12003,1499,7,5.0
12004,1499,10,19.5
12005,1500,1,19.5
12006,1500,2,20.0
12007,1500,3,2.5
12008,1500,4,20.0
12009,1500,5,6.0
12010,1500,6,12.5
12011,1500,7,19.0
12012,1500,8,15.5
12013,1501,1,17.5
12014,1501,2,12.0
12015,1501,3,16.0
12016,1501,4,20.0
12017,1501,5,8.0
12018,1501,6,12.5
12019,1501,7,8.5
12020,1501,8,2.0
12021,1502,1,10.5
12022,1502,2,6.0
12023,1502,3,1.0
12024,1502,4,2.0
12025,1502,5,19.0
12026,1502,6,15.5
12027,1502,7,19.0
12028,1502,8,1.0
12029,1503,1,19.5
12030,1503,2,11.5
12031,1503,3,12.0
12032,1503,4,6.5
12033,1503,5,19.0
12034,1503,6,10.5
12035,1503,7,13.5
12036,1504,1,19.5
12037,1504,2,13.0
12038,1504,3,7.0
12039,1504,4,2.0
12040,1504,5,7.0
12041,1504,6,0.5
12042,1504,7,16.0
12043,1504,8,6.0
12044,1505,1,6.5
12045,1505,2,11.5
12046,1505,3,2.0
12047,1505,4,8.5
12048,1505,5,17.5
12049,1505,6,12.0
12050,1505,7,13.5
12051,1505,8,13.0
12052,1506,1,20.0
12053,1506,2,15.5
12054,1506,3,15.5
12055,1506,4,14.5
12056,1506,5,9.5
12057,1506,6,4.0
12058,1506,7,3.0
12059,1506,8,1.5
12060,1507,1,1.0
12061,1507,2,3.0
12062,1507,3,5.0
12063,1507,4,2.5
12064,1507,5,17.0
12065,1507,6,13.0
12066,1507,7,12.5
12067,1507,8,5.0
12068,1508,1,3.5
12069,1508,2,9.5
12070,1508,3,3.5
12071,1508,4,11.5
12072,1508,5,4.5
12073,1508,6,2.5
12074,1508,7,20.0
12075,1509,1,10.5
12076,1509,2,6.0
12077,1509,3,18.0
12078,1509,4,12.5
12079,1509,5,16.5
12080,1509,6,14.0
12081,1509,7,7.0
12082,1509,8,6.5
12083,1510,1,14.5
12084,1510,2,8.5
12085,1510,3,19.0
12086,1510,4,11.5
12087,1510,5,4.0
12088,1510,6,17.5
12089,1510,7,5.0
12090,1510,9,19.5
12091,1511,1,6.5
12092,1511,2,15.5
12093,1511,3,12.0
12094,1511,4,17.5
12095,1511,5,1.0
12096,1511,6,18.5
12097,1511,7,12.0
12098,1512,1,5.5
12099,1512,2,2.0
12100,1512,3,17.5
12101,1512,4,3.0
12102,1512,5,8.0
